text,label,template_id
"Hi Meera,
Hi Nisha, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Cheers,
Arjun",legit,legit_plain_12
"Hello Ravi,
Hi Tom, invoice #47836 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Regards,
Ravi",legit,legit_hard_0
"Hi Alex,
Your monthly account statement for November is now available. You can view it any time by signing in to our website directly. No action is needed.
Regards,
Priya",legit,legit_plain_1
"Hello Alex,
Hi Priya, I reviewed the pull request and left a few minor comments. Nothing blocking - happy to approve once the tests pass.
Thanks,
Sam",legit,legit_plain_8
"Hi Meera,
Hi Alex, invoice #32650 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Thanks,
Tom",legit,legit_hard_0
"DHL Express: an unauthorized device accessed your account. Dear Customer, validate your account using the link below. http://192.168.44.9/login.php Billing Department, DHL Express",phish,phish_loud_4
"Dear colleague, HR has published the revised leave policy for this year. Acknowledge that you have read it by signing in at http://secure-verify-login.tk/account. Regards, People Operations.",phish,phish_soft_3
"Hello Sam,
Hi Alex, thanks for your message. I have attached the notes from yesterday's review meeting. Let me know if anything needs correcting before I circulate them to the wider team.
Thanks,
Meera",legit,legit_plain_0
"SBI NetBanking: your parcel is being held pending a customs fee. Dear Customer, re-enter your card details to reactivate your account. http://hdfc-netbanking.online/signin Legal action may follow if this is ignored. Security Team, SBI NetBanking",phish,phish_loud_5
"Microsoft 365: an unauthorized device accessed your account. Dear Customer, update your billing information right away. http://192.168.44.9/login.php Legal action may follow if this is ignored. Security Team, Microsoft 365",phish,phish_loud_4
"Amazon: we could not verify your recent transaction. Dear Customer, confirm your details within 24 hours to avoid suspension. http://hdfc-netbanking.online/signin This is your final notice. Billing Department, Amazon",phish,phish_loud_8
"Amazon: your payment could not be processed. Dear Customer, update your billing information right away. http://appleid-verify.support/login Your account will be locked within 24 hours. Fraud Prevention Unit, Amazon",phish,phish_loud_2
"Hi Alex,
Following up on our conversation - I have booked the meeting room for Tuesday afternoon and invited the vendor's technical contact.
Kind regards,
Arjun",legit,legit_plain_13
"Hello Priya,
Reminder: the project stand-up moves to 10:30 on Thursday this week because of the maintenance window. Calendar invites have been updated.
Regards,
Arjun",legit,legit_plain_2
"HDFC Bank: your mailbox storage is full and messages are being rejected. Dear Customer, update your billing information right away. http://hdfc-netbanking.online/signin Security Team, HDFC Bank",phish,phish_loud_6
"Dear Sam,
Hi Nisha, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Kind regards,
Priya",legit,legit_hard_7
"Hi Tom,
Notice: scheduled maintenance this Saturday from 02:00 to 04:00. Some services may be briefly unavailable. No customer action is required.
Best regards,
Meera",legit,legit_plain_14
"Google Account: we detected unusual sign-in activity on your account. Dear Customer, log in now using the secure link below to restore access. http://appleid-verify.support/login Legal action may follow if this is ignored. Fraud Prevention Unit, Google Account",phish,phish_loud_0
"Hello Nisha,
Your account statement for June is ready. To view it, open your banking app or type our address into your browser yourself. We do not include sign-in links in statements. No action is needed if the balance looks right.
Thanks,
Ravi",legit,legit_hard_2
"Amazon: your account has been temporarily suspended. Dear Customer, update your billing information right away. http://192.168.44.9/login.php Legal action may follow if this is ignored. Fraud Prevention Unit, Amazon",phish,phish_loud_1
"Microsoft 365: your account has been temporarily suspended. Dear Customer, validate your account using the link below. http://192.168.44.9/login.php Access will be revoked immediately if unverified. Security Team, Microsoft 365",phish,phish_loud_1
Priya Nair here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"Hello Ravi,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Kind regards,
Tom",legit,legit_hard_1
"Hello Alex,
The quarterly engineering newsletter is out. This issue covers the database migration, our new CI pipeline, and three open positions on the platform team.
Regards,
Priya",legit,legit_plain_4
Karen Fisher here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"Microsoft 365: your subscription payment was declined. Dear Customer, download the attached form and return it urgently. http://secure-verify-login.tk/account Failure to act will result in permanent account closure. Fraud Prevention Unit, Microsoft 365",phish,phish_loud_7
"Hello Alex,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Kind regards,
Meera",legit,legit_hard_1
"Instagram: your account will be permanently closed. Dear Customer, confirm your details within 24 hours to avoid suspension. http://appleid-verify.support/login Legal action may follow if this is ignored. Billing Department, Instagram",phish,phish_loud_9
"Hi Nisha,
Hi Nisha, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Thanks,
Ravi",legit,legit_plain_12
"Hello Priya,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Best regards,
Meera",legit,legit_hard_1
"Hello Meera,
Hi Arjun, following up on the supplier payment we discussed in person yesterday. I have raised the purchase order through the finance portal as normal. Please verify the amount matches the signed quotation before approving it in the system.
Kind regards,
Arjun",legit,legit_hard_4
"Hello Priya,
Hi team, please review the attached draft of the design document and add comments by Friday. I would especially like feedback on the caching section.
Kind regards,
Tom",legit,legit_plain_5
"Google Account: we could not verify your recent transaction. Dear Customer, click here to verify your identity immediately. http://appleid-verify.support/login Access will be revoked immediately if unverified. IT Helpdesk, Google Account",phish,phish_loud_8
"Hello Ravi,
Hi Meera, invoice #48248 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Best regards,
Tom",legit,legit_hard_0
"Hello Alex,
Hi Sam, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Best regards,
Meera",legit,legit_plain_12
"Instagram: your account has been temporarily suspended. Dear Customer, click here to verify your identity immediately. http://appleid-verify.support/login Customer Support, Instagram",phish,phish_loud_1
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Anita Sharma (Finance Director)",phish,bec_0
"Hello Tom,
Hello Meera, your order #49124 has shipped and should arrive by April 18. You can track it from the orders page in your account.
Kind regards,
Meera",legit,legit_plain_3
"SBI NetBanking: your parcel is being held pending a customs fee. Dear Customer, update your billing information right away. http://hdfc-netbanking.online/signin Failure to act will result in permanent account closure. Account Services, SBI NetBanking",phish,phish_loud_5
"Good morning Priya,
Notice: scheduled maintenance this Saturday from 02:00 to 04:00. Some services may be briefly unavailable. No customer action is required.
Kind regards,
Arjun",legit,legit_plain_14
"Good morning Sam,
Hi Ravi, I reviewed the pull request and left a few minor comments. Nothing blocking - happy to approve once the tests pass.
Regards,
Meera",legit,legit_plain_8
"Hello, your recent expense claim needs one more approval step before it can be reimbursed. You can complete it at http://paypa1-support.com/verify. Thank you, Expenses Team.",phish,phish_soft_4
"Dear Alex,
Hi Alex, invoice #92388 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Cheers,
Alex",legit,legit_hard_0
"Hello Arjun,
Thank you for attending the workshop on July 10. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Kind regards,
Tom",legit,legit_plain_6
Priya Nair here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"DHL Express: we could not verify your recent transaction. Dear Customer, download the attached form and return it urgently. http://paypa1-support.com/verify Legal action may follow if this is ignored. Account Services, DHL Express",phish,phish_loud_8
"HDFC Bank: we detected unusual sign-in activity on your account. Dear Customer, click here to verify your identity immediately. http://tinyurl.com/y8xk2mz This is your final notice. IT Helpdesk, HDFC Bank",phish,phish_loud_0
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Priya Nair (CEO)",phish,bec_0
"Hello Meera,
Security alert from our own IT team: we detected a sign-in to your account from a new device in the Bengaluru office. If that was you, you can ignore this message. If not, call the internal helpdesk on extension 4412 - do not reply to this email with any details.
Regards,
Nisha",legit,legit_hard_3
"Hi Tom,
Your subscription renews on January 22. The receipt will be emailed to you. You can manage or cancel the plan from your account settings page.
Thanks,
Alex",legit,legit_plain_11
"Apple: your mailbox storage is full and messages are being rejected. Dear Customer, click here to verify your identity immediately. http://192.168.44.9/login.php Customer Support, Apple",phish,phish_loud_6
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://appleid-verify.support/login. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"Microsoft 365: your password will expire in 24 hours. Dear Customer, confirm your details within 24 hours to avoid suspension. http://paypa1-support.com/verify Access will be revoked immediately if unverified. Billing Department, Microsoft 365",phish,phish_loud_3
"Quick favour - I need you to purchase gift cards for a client appreciation programme. Buy them now and send me the codes. I will reimburse you. This is time-sensitive. Karen Fisher, Finance Director",phish,bec_2
"Quick favour - I need you to purchase gift cards for a client appreciation programme. Buy them now and send me the codes. I will reimburse you. This is time-sensitive. Karen Fisher, Finance Director",phish,bec_2
"Netflix: your subscription payment was declined. Dear Customer, validate your account using the link below. http://micros0ft-securelogin.ru/auth This is your final notice. Customer Support, Netflix",phish,phish_loud_7
"PayPal: your password will expire in 24 hours. Dear Customer, confirm your details within 24 hours to avoid suspension. http://bit.ly/2xKp9Lq Access will be revoked immediately if unverified. Account Services, PayPal",phish,phish_loud_3
"Hello Nisha,
Hi Arjun, following up on the supplier payment we discussed in person yesterday. I have raised the purchase order through the finance portal as normal. Please verify the amount matches the signed quotation before approving it in the system.
Kind regards,
Meera",legit,legit_hard_4
"Good morning Nisha,
Invitation: the annual all-hands is scheduled for April 18 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Thanks,
Arjun",legit,legit_plain_9
"Hi Arjun,
Thank you for attending the workshop on June 17. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Best regards,
Meera",legit,legit_plain_6
"Hello Arjun,
Hi Alex, invoice #29613 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Best regards,
Arjun",legit,legit_hard_0
"Hi Sam,
Invitation: the annual all-hands is scheduled for September 18 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Best regards,
Nisha",legit,legit_plain_9
"Good morning Arjun,
Hi Meera, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Regards,
Ravi",legit,legit_plain_12
"Microsoft 365: we could not verify your recent transaction. Dear Customer, download the attached form and return it urgently. http://tinyurl.com/y8xk2mz Customer Support, Microsoft 365",phish,phish_loud_8
"Hello, I hope you are well. Our records show a small discrepancy in your billing profile from last month. When you have a moment, could you review the details at http://paypa1-support.com/verify and confirm they are correct? Thank you, Accounts.",phish,phish_soft_0
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Priya Nair (CEO)",phish,bec_0
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://bit.ly/2xKp9Lq. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"Hi Meera,
Hi team, please review the attached draft of the design document and add comments by Friday. I would especially like feedback on the caching section.
Kind regards,
Nisha",legit,legit_plain_5
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Priya Nair,phish,bec_3
"Hi Nisha,
Urgent but internal: the staging database is locked and the release is blocked. Meera, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Best regards,
Meera",legit,legit_hard_9
"Instagram: we detected unusual sign-in activity on your account. Dear Customer, confirm your details within 24 hours to avoid suspension. http://secure-verify-login.tk/account Failure to act will result in permanent account closure. Customer Support, Instagram",phish,phish_loud_0
"Hi Alex,
Security alert from our own IT team: we detected a sign-in to your account from a new device in the Bengaluru office. If that was you, you can ignore this message. If not, call the internal helpdesk on extension 4412 - do not reply to this email with any details.
Regards,
Priya",legit,legit_hard_3
"Hello Alex,
Your support ticket #98317 has been resolved. If the issue reappears, reply to this email and it will reopen the same ticket for our team.
Regards,
Tom",legit,legit_plain_7
"Microsoft 365: we detected unusual sign-in activity on your account. Dear Customer, re-enter your card details to reactivate your account. http://tinyurl.com/y8xk2mz Legal action may follow if this is ignored. Billing Department, Microsoft 365",phish,phish_loud_0
"Hello, your recent expense claim needs one more approval step before it can be reimbursed. You can complete it at http://paypa1-support.com/verify. Thank you, Expenses Team.",phish,phish_soft_4
"Hello Priya,
Hi Ravi, invoice #29671 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Regards,
Alex",legit,legit_hard_0
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. David Miller,phish,bec_3
"Microsoft 365: your payment could not be processed. Dear Customer, validate your account using the link below. http://192.168.44.9/login.php Billing Department, Microsoft 365",phish,phish_loud_2
"Hi Tom,
Hi Tom, thanks for your message. I have attached the notes from yesterday's review meeting. Let me know if anything needs correcting before I circulate them to the wider team.
Cheers,
Ravi",legit,legit_plain_0
"Dear Alex,
Urgent but internal: the staging database is locked and the release is blocked. Nisha, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Thanks,
Sam",legit,legit_hard_9
"Instagram: your account has been temporarily suspended. Dear Customer, click here to verify your identity immediately. http://tinyurl.com/y8xk2mz This is your final notice. Account Services, Instagram",phish,phish_loud_1
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://appleid-verify.support/login. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"Good morning Nisha,
Your monthly account statement for January is now available. You can view it any time by signing in to our website directly. No action is needed.
Thanks,
Priya",legit,legit_plain_1
"Dear Arjun,
Your account statement for November is ready. To view it, open your banking app or type our address into your browser yourself. We do not include sign-in links in statements. No action is needed if the balance looks right.
Regards,
Tom",legit,legit_hard_2
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, David Miller (Managing Director)",phish,bec_0
"Hi Ravi,
Your monthly account statement for July is now available. You can view it any time by signing in to our website directly. No action is needed.
Regards,
Priya",legit,legit_plain_1
"Dear colleague, HR has published the revised leave policy for this year. Acknowledge that you have read it by signing in at http://secure-verify-login.tk/account. Regards, People Operations.",phish,phish_soft_3
"Hi Arjun,
Your monthly account statement for July is now available. You can view it any time by signing in to our website directly. No action is needed.
Thanks,
Arjun",legit,legit_plain_1
"Good morning Sam,
Your monthly account statement for September is now available. You can view it any time by signing in to our website directly. No action is needed.
Best regards,
Meera",legit,legit_plain_1
"Good morning Nisha,
The quarterly engineering newsletter is out. This issue covers the database migration, our new CI pipeline, and three open positions on the platform team.
Kind regards,
Arjun",legit,legit_plain_4
"Hi Priya,
Hi Tom, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Kind regards,
Priya",legit,legit_hard_7
"Good morning Arjun,
Your subscription renews on June 17. The receipt will be emailed to you. You can manage or cancel the plan from your account settings page.
Kind regards,
Tom",legit,legit_plain_11
"SBI NetBanking: your password will expire in 24 hours. Dear Customer, log in now using the secure link below to restore access. http://192.168.44.9/login.php Security Team, SBI NetBanking",phish,phish_loud_3
"Dear Priya,
Your parcel #39820 is out for delivery today. The courier will not ask for any fee on the doorstep, and we will not email you a customs payment link. You can track progress from the orders page after signing in normally.
Cheers,
Alex",legit,legit_hard_8
"Good morning Meera,
Invitation: the annual all-hands is scheduled for April 4 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Thanks,
Ravi",legit,legit_plain_9
"Microsoft 365: an unauthorized device accessed your account. Dear Customer, confirm your details within 24 hours to avoid suspension. http://tinyurl.com/y8xk2mz Your account will be locked within 24 hours. Customer Support, Microsoft 365",phish,phish_loud_4
"DHL Express: your password will expire in 24 hours. Dear Customer, click here to verify your identity immediately. http://paypa1-support.com/verify Billing Department, DHL Express",phish,phish_loud_3
"Hi Nisha,
Reminder: the project stand-up moves to 10:30 on Thursday this week because of the maintenance window. Calendar invites have been updated.
Thanks,
Ravi",legit,legit_plain_2
"ICICI Bank: your subscription payment was declined. Dear Customer, log in now using the secure link below to restore access. http://paypa1-support.com/verify Customer Support, ICICI Bank",phish,phish_loud_7
"Hi Arjun,
Invitation: the annual all-hands is scheduled for November 12 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Kind regards,
Alex",legit,legit_plain_9
"Google Account: your account has been temporarily suspended. Dear Customer, validate your account using the link below. http://paypa1-support.com/verify Legal action may follow if this is ignored. Security Team, Google Account",phish,phish_loud_1
"Instagram: an unauthorized device accessed your account. Dear Customer, update your billing information right away. http://micros0ft-securelogin.ru/auth Failure to act will result in permanent account closure. Security Team, Instagram",phish,phish_loud_4
"Hi Ravi,
Urgent but internal: the staging database is locked and the release is blocked. Alex, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Regards,
Sam",legit,legit_hard_9
"Good morning Meera,
Hi Priya, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Best regards,
Ravi",legit,legit_plain_12
"Hi Arjun,
Hi Nisha, following up on the supplier payment we discussed in person yesterday. I have raised the purchase order through the finance portal as normal. Please verify the amount matches the signed quotation before approving it in the system.
Thanks,
Meera",legit,legit_hard_4
"Apple: we detected unusual sign-in activity on your account. Dear Customer, re-enter your card details to reactivate your account. http://secure-verify-login.tk/account This is your final notice. Security Team, Apple",phish,phish_loud_0
"Hello Ravi,
Urgent but internal: the staging database is locked and the release is blocked. Sam, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Thanks,
Ravi",legit,legit_hard_9
"Good morning Sam,
Reminder: the project stand-up moves to 10:30 on Thursday this week because of the maintenance window. Calendar invites have been updated.
Regards,
Sam",legit,legit_plain_2
"Dear Arjun,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Kind regards,
Tom",legit,legit_hard_1
"Hello Nisha,
Thank you for attending the workshop on March 25. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Cheers,
Arjun",legit,legit_plain_6
"Hi Sam,
Payroll notice: bank detail changes for this month's run must be submitted through the HR self-service portal by January 3. Requests sent over email cannot be actioned - this is deliberate, to prevent payment fraud.
Cheers,
Meera",legit,legit_hard_6
"Hello Tom,
Invitation: the annual all-hands is scheduled for June 27 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Best regards,
Tom",legit,legit_plain_9
"Amazon: an unauthorized device accessed your account. Dear Customer, validate your account using the link below. http://secure-verify-login.tk/account This is your final notice. Account Services, Amazon",phish,phish_loud_4
"LinkedIn: we could not verify your recent transaction. Dear Customer, update your billing information right away. http://paypa1-support.com/verify Legal action may follow if this is ignored. IT Helpdesk, LinkedIn",phish,phish_loud_8
"LinkedIn: your payment could not be processed. Dear Customer, validate your account using the link below. http://paypa1-support.com/verify Failure to act will result in permanent account closure. Billing Department, LinkedIn",phish,phish_loud_2
"Instagram: your password will expire in 24 hours. Dear Customer, update your billing information right away. http://micros0ft-securelogin.ru/auth Your account will be locked within 24 hours. Security Team, Instagram",phish,phish_loud_3
"Good morning, following our note last week regarding your mailbox quota, the storage upgrade is now available for your account. You can apply it here: http://tinyurl.com/y8xk2mz. Regards, IT Services.",phish,phish_soft_1
"ICICI Bank: your subscription payment was declined. Dear Customer, update your billing information right away. http://tinyurl.com/y8xk2mz Your account will be locked within 24 hours. Account Services, ICICI Bank",phish,phish_loud_7
"Dear Alex,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Cheers,
Ravi",legit,legit_hard_1
"Hello, your recent expense claim needs one more approval step before it can be reimbursed. You can complete it at http://secure-verify-login.tk/account. Thank you, Expenses Team.",phish,phish_soft_4
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. David Miller,phish,bec_3
Priya Nair here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Anita Sharma,phish,bec_3
"Dear Meera,
Urgent but internal: the staging database is locked and the release is blocked. Meera, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Kind regards,
Priya",legit,legit_hard_9
"Good morning, following our note last week regarding your mailbox quota, the storage upgrade is now available for your account. You can apply it here: http://secure-verify-login.tk/account. Regards, IT Services.",phish,phish_soft_1
"HDFC Bank: your account will be permanently closed. Dear Customer, confirm your details within 24 hours to avoid suspension. http://secure-verify-login.tk/account Failure to act will result in permanent account closure. Fraud Prevention Unit, HDFC Bank",phish,phish_loud_9
"Dear Nisha,
Your parcel #45112 is out for delivery today. The courier will not ask for any fee on the doorstep, and we will not email you a customs payment link. You can track progress from the orders page after signing in normally.
Regards,
Priya",legit,legit_hard_8
"Hello, I hope you are well. Our records show a small discrepancy in your billing profile from last month. When you have a moment, could you review the details at http://192.168.44.9/login.php and confirm they are correct? Thank you, Accounts.",phish,phish_soft_0
"DHL Express: an unauthorized device accessed your account. Dear Customer, re-enter your card details to reactivate your account. http://bit.ly/2xKp9Lq Fraud Prevention Unit, DHL Express",phish,phish_loud_4
"Hello Meera,
Invitation: the annual all-hands is scheduled for November 24 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Kind regards,
Ravi",legit,legit_plain_9
"Microsoft 365: an unauthorized device accessed your account. Dear Customer, update your billing information right away. http://paypa1-support.com/verify Legal action may follow if this is ignored. IT Helpdesk, Microsoft 365",phish,phish_loud_4
"Dear Ravi,
Reminder: your subscription renews on June 3 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Thanks,
Arjun",legit,legit_hard_5
"Good morning Meera,
Hello Priya, your order #40715 has shipped and should arrive by June 15. You can track it from the orders page in your account.
Best regards,
Sam",legit,legit_plain_3
"Quick favour - I need you to purchase gift cards for a client appreciation programme. Buy them now and send me the codes. I will reimburse you. This is time-sensitive. Priya Nair, Finance Director",phish,bec_2
"Netflix: your account has been temporarily suspended. Dear Customer, confirm your details within 24 hours to avoid suspension. http://tinyurl.com/y8xk2mz Failure to act will result in permanent account closure. Security Team, Netflix",phish,phish_loud_1
"Hi Tom,
Hi Nisha, invoice #96154 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Best regards,
Meera",legit,legit_hard_0
"Hi Tom,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Kind regards,
Tom",legit,legit_hard_1
"Amazon: an unauthorized device accessed your account. Dear Customer, click here to verify your identity immediately. http://paypa1-support.com/verify Failure to act will result in permanent account closure. Billing Department, Amazon",phish,phish_loud_4
"ICICI Bank: we detected unusual sign-in activity on your account. Dear Customer, log in now using the secure link below to restore access. http://tinyurl.com/y8xk2mz Legal action may follow if this is ignored. Billing Department, ICICI Bank",phish,phish_loud_0
"Hi Sam,
Urgent but internal: the staging database is locked and the release is blocked. Meera, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Kind regards,
Arjun",legit,legit_hard_9
"Hi Priya,
Reminder: your subscription renews on July 28 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Best regards,
Arjun",legit,legit_hard_5
"Netflix: your account has been temporarily suspended. Dear Customer, update your billing information right away. http://bit.ly/2xKp9Lq IT Helpdesk, Netflix",phish,phish_loud_1
"Hi Arjun,
Thank you for attending the workshop on September 19. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Regards,
Tom",legit,legit_plain_6
"Hello Tom,
The quarterly engineering newsletter is out. This issue covers the database migration, our new CI pipeline, and three open positions on the platform team.
Cheers,
Alex",legit,legit_plain_4
"DHL Express: your password will expire in 24 hours. Dear Customer, log in now using the secure link below to restore access. http://appleid-verify.support/login Failure to act will result in permanent account closure. Fraud Prevention Unit, DHL Express",phish,phish_loud_3
"Good morning Sam,
Hi team, please review the attached draft of the design document and add comments by Friday. I would especially like feedback on the caching section.
Kind regards,
Nisha",legit,legit_plain_5
"Hello Ravi,
Hello Meera, your order #87849 has shipped and should arrive by January 4. You can track it from the orders page in your account.
Regards,
Priya",legit,legit_plain_3
"Hi Arjun,
Hi Alex, thanks for your message. I have attached the notes from yesterday's review meeting. Let me know if anything needs correcting before I circulate them to the wider team.
Kind regards,
Meera",legit,legit_plain_0
"Hello Tom,
Hi Priya, I reviewed the pull request and left a few minor comments. Nothing blocking - happy to approve once the tests pass.
Thanks,
Sam",legit,legit_plain_8
"Apple: your subscription payment was declined. Dear Customer, re-enter your card details to reactivate your account. http://appleid-verify.support/login Access will be revoked immediately if unverified. Security Team, Apple",phish,phish_loud_7
"Hi Meera,
The quarterly engineering newsletter is out. This issue covers the database migration, our new CI pipeline, and three open positions on the platform team.
Thanks,
Tom",legit,legit_plain_4
"Hello Arjun,
Hi Ravi, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Best regards,
Nisha",legit,legit_hard_7
"Dear colleague, HR has published the revised leave policy for this year. Acknowledge that you have read it by signing in at http://appleid-verify.support/login. Regards, People Operations.",phish,phish_soft_3
"Hi Sam,
Hi team, please review the attached draft of the design document and add comments by Friday. I would especially like feedback on the caching section.
Cheers,
Arjun",legit,legit_plain_5
"Hello, your recent expense claim needs one more approval step before it can be reimbursed. You can complete it at http://192.168.44.9/login.php. Thank you, Expenses Team.",phish,phish_soft_4
"Hi Meera,
Your account statement for June is ready. To view it, open your banking app or type our address into your browser yourself. We do not include sign-in links in statements. No action is needed if the balance looks right.
Thanks,
Tom",legit,legit_hard_2
"Microsoft 365: your account has been temporarily suspended. Dear Customer, update your billing information right away. http://hdfc-netbanking.online/signin Failure to act will result in permanent account closure. IT Helpdesk, Microsoft 365",phish,phish_loud_1
"Hi Ravi,
Your subscription renews on March 15. The receipt will be emailed to you. You can manage or cancel the plan from your account settings page.
Thanks,
Nisha",legit,legit_plain_11
"Google Account: your account has been temporarily suspended. Dear Customer, update your billing information right away. http://appleid-verify.support/login Access will be revoked immediately if unverified. Billing Department, Google Account",phish,phish_loud_1
"Hi Alex,
Your parcel #75849 is out for delivery today. The courier will not ask for any fee on the doorstep, and we will not email you a customs payment link. You can track progress from the orders page after signing in normally.
Kind regards,
Sam",legit,legit_hard_8
"HDFC Bank: your account will be permanently closed. Dear Customer, log in now using the secure link below to restore access. http://secure-verify-login.tk/account Customer Support, HDFC Bank",phish,phish_loud_9
"ICICI Bank: your account will be permanently closed. Dear Customer, update your billing information right away. http://tinyurl.com/y8xk2mz Failure to act will result in permanent account closure. Account Services, ICICI Bank",phish,phish_loud_9
"Good morning Arjun,
Hi Ravi, thanks for your message. I have attached the notes from yesterday's review meeting. Let me know if anything needs correcting before I circulate them to the wider team.
Cheers,
Ravi",legit,legit_plain_0
